Sentence,Label
 you bring up a great point these morons really look at life like its the movies they do it in the gun control debate all the time they seriously think that a shootout with a bad guy will never hurt bystanders its why they want to arm teachers idiots,1
man i do have hoes and they are all in the same location ,1
 rest in pussy,1
video shy glizzy i cant trust myself ,0
 absolutely,0
check your slutty fat girl friends instagram picssee if she dont have five niggaz in every pic thirsting for fat girl pussy,1
 i dont think jack knows too many conservatives ive never met one that didnt want to lecture me on how everything should be run like a business and we should all just work harder and follow the rules,0
the internet will make you think these bitches are who theyre actually not,1
you aint my bitch so lil bitch why you bitchin,1
 hey its hillbilly jim and greg the hammer valentine pffttt,0
bitch get out cha bitch get out cha bitch get out cha feelings in my feelings wtf,1
 its ok brenda we know how passionate you are about things toowe love ya,0
happy birthday my nigguh ,1
 myspace died a couple of years ago facebook in the hospital twitter at the strip club throwing ones at the big booty hoe,1
i fight for what i love but you make something of bitches i think nothing of,1
 bitch get it how you live ,1
 lax gun laws ur retarded theres murder there bcuz no one can defend themselves only crooks have guns there,0
 twitter has a bird as its logo thats why when you join youre an egg and your home button is a birdhouse why am i ,0
dat nicca paper fuwop n da booth,1
 it is shakespeares birthday take a look at some shakespearean trash talk ,0
i dont know why broads drunk dial meim sleep hoe,1
 never catch feelings for a dumb bitch,1
 ehh it was tough but yeah lol jk of course niglet,1
savage can fuck right off shirty cunt,1
 yes usually in those countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you no matter how u try in america to help gay in those countries it will have no effect cuz those ppl hate america,0
 im guessing so the players are talking trash,0
 guys at parties be screaming these hoes aint loyal but they drunk cheating on they gf with a girl who look like ra,1
you arguin bout a bitch and she a god damn slutttt,1
 a bitch got  im trinna change  ,1
 yeahi try not to follow them zulu looking bitches muslims flat out no way i use my sheets on my bed not my head,1
 me youre a hoe hoe you wasnt saying that august   at  pm me well youre a hoe today on october st  at ,1
 no bitch go away tu puta madre ,1
 u call me dumb but u speak on shit u dont know nothing about yea look whos fucking talking retard,1
 wapo what an idiot comment you are a disgrace to journalism very sad,1
lol most chicks that go to enon are hoes or reformed hoes,1
 you are a legend and one of the best presenters on we want to see,0
 ion ask nobody for shit ever never have a problem doing shit fa people neither but damn can a bitch get a thank you ,1
i guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes,1
 dude what the fuck is wrong with you i sent you a direct tweet to show you how you retweet your own shit then i let it go now you want to double down just go back to whoviille,1
i remember me duddy was arguing he gon say shut up bitch thats why you raped me just childish,1
cant keep a shallow bitch if ya pockets aint deep,1
lil spook and yung lean and robb all night,0
you wanna hot body you wanna bugatti you wanna maserati you better rob a bank bitch,1
 boycott nike just do it,0
 call a girl a bitch and shell get offended but if u put bad in front shell swear shes a queen,1
 lol you probably right fuck you bitch in spanish,1
 they could just be people on holiday ,0
i hope you all accidentally get a fat black bitch pregnant,1
me mom honestly thank you for making me a bad bitch mom youve gotta stop,1
fuhk you you hoe i dont want you back classic joint ,1
 you like your lunch little boy nah bitch look what im eating cause of you ,1
shine on them hoes,1
 this bitch is garbage at gta ,1
boy yung thug is a fag,1
 yo bitch givin me head while i watch good burger,1
this nigga solving rubik cubes doing magic tricks he still aint getting no pussy ,1
browns and redskins shouldnt be considered nfl teams,0
 man yall niggas chill man im high af tho yall niggas aint even tell me who the hoe is ,1
so according to your logic since blacks have been in namerica for hundreds of yrs they should be allowed to stay and yes whites should leave africa ,0
 i got some bomb dick from a alpha a q  kappas a iota professors all in the same month im not a hoei just say,1
i got a lambo  doors  seater  hoes yokohamas no vogues man that bitch beautiful ,1
check his hoe for i check her ,1
 so is your pussy lmao,1
happy birthday little bitch boy ,1
take yo hoe ass to sleep,1
dont dance iggy its trash just like your music,1
bigbird was made by a gay couple so yes under a gop world the bird would not have existed since its creators would be in jail for sodomy,0
 niggas fufu bitches is too,1
 flappy bird make me just smash my phone into my face,0
how do i tell this cashier that im tryna fuck her right in the pussy,1
 thats very logical because bitches love using my face as a toilet,1
she got ass this bitch got hips this bitch got thighs this bitch here fine this bitch here bad she all the way live,1
 you people calling everyone nazis under the sun becomes tiring and stupid frankly you people called zena bash a nazi and it turns out she is half mexican and polish descent and her family barely escaped death from the nazis so keep it up desensitize that word,1
all these break ups gon be a crazy hoe free agency this summer doyourgoogles,1
i cant fuc wit no bitch thats addicted to drugz,1
hitler didnt finish it can u if a nigger ur jew confronts u in the street what then,1
 got bitches in the dm but i dont ever readem which is y your top ,1
i bought a  and went back to the neighborhood and busted that bitch,1
 no bitch ass chick flick will ever be as sad as this movie ,1
 im pretty sure shes a bad bitch in other words shawty a dime,1
 some mets fan tried telling me rivera isnt of the best yankees of all time because he is just a closer wtf,0
 he is a pussy an wouldnt show up bro,1
 this bitch gmfu you huh huh lol,1
 fuck em all complete morons,1
temples playing with my life i might be i working bitch this semester cuz im not paying outta pocket,1
wiz need to go back to the yeahhhhhhh bitch okkkk wiz,1
as soon as i hear them uttering their monkey gibberish i feel like smashing my computer screen with my fist ,1
im ready to cry im so mad like me this bitch gon have to fight,1
 where tf lyssa toilet mouth ass wassupyou be twatching hoe ,1
i grew to hate blonde and primary colored weaves but that wouldnt stop me from requesting some good mouthwork,0
not even sorry lmao growing up not having shit and still having to work for shit i deserve and seeing bitches get whatever pisses me off,1
